GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CDI Features Quarkus Extension,io.github.jonasrutishauser.cdi.features.deployment,CdiFeaturesExtensionProcessor.UseInterceptor,0,7,0,0,0,2,0,2,0,2
CDI Features Quarkus Extension,io.github.jonasrutishauser.cdi.features.deployment,CdiFeaturesExtensionProcessor,6,590,4,24,1,99,4,28,0,18
